forecast_date,target_end_date,target,location,type,quantile,location_name,value
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.01,Poland,2139.0768
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.025,Poland,2167.9109999999996
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.05,Poland,2198.8799999999997
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.1,Poland,2237.364
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.15,Poland,2270.466
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.2,Poland,2302.4880000000003
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.25,Poland,2339.46
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.3,Poland,2382.984
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.35,Poland,2420.28
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.4,Poland,2455.416
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.45,Poland,2489.634
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.5,Poland,2529.72
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.55,Poland,2595.168
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.6,Poland,2851.0559999999996
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.65,Poland,2930.67
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.7,Poland,2996.8199999999997
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.75,Poland,3060.27
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.8,Poland,3417.9120000000003
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.85,Poland,3523.482
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.9,Poland,3592.5480000000002
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.95,Poland,3663.7739999999994
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.975,Poland,3719.9339999999997
2021-03-22,2021-03-27,1 wk ahead inc death,PL,quantile,0.99,Poland,3771.7488
2021-03-22,2021-04-03,2 wk ahead cum death,PL,point,NA,Poland,54771.04
2021-03-22,2021-04-03,2 wk ahead inc death,PL,point,NA,Poland,3082.3199999999997
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.01,Poland,53537.964400000004
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.025,Poland,53615.737
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.05,Poland,53689.168
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.1,Poland,53797.888
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.15,Poland,53890.21
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.2,Poland,53979.903999999995
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.25,Poland,54090.28
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.3,Poland,54413.74
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.35,Poland,54527.788
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.4,Poland,54608.392
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.45,Poland,54685.072
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.5,Poland,54771.04
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.55,Poland,54911.098
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.6,Poland,55665.712
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.65,Poland,55832.121999999996
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.7,Poland,55963.864
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.75,Poland,56107.719999999994
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.8,Poland,57050.704
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.85,Poland,57290.23
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.9,Poland,57440.728
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.95,Poland,57604.744
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.975,Poland,57726.739
2021-03-22,2021-04-03,2 wk ahead cum death,PL,quantile,0.99,Poland,57844.0936
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.01,Poland,2239.8876
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.025,Poland,2288.826
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.05,Poland,2331.288
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.1,Poland,2401.524
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.15,Poland,2460.7439999999997
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.2,Poland,2518.4159999999997
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.25,Poland,2591.82
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.3,Poland,2871.756
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.35,Poland,2948.5080000000003
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.4,Poland,2993.976
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.45,Poland,3036.438
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.5,Poland,3082.3199999999997
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.55,Poland,3156.9299999999994
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.6,Poland,3655.656
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.65,Poland,3742.452
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.7,Poland,3808.043999999999
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.75,Poland,3888.45
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.8,Poland,4473.7919999999995
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.85,Poland,4607.748
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.9,Poland,4689.18
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.95,Poland,4781.969999999999
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.975,Poland,4847.804999999999
2021-03-22,2021-04-03,2 wk ahead inc death,PL,quantile,0.99,Poland,4913.3448
2021-03-22,2021-04-10,3 wk ahead cum death,PL,point,NA,Poland,58249.54
2021-03-22,2021-04-10,3 wk ahead inc death,PL,point,NA,Poland,3478.5
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.01,Poland,55497.07000000001
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.025,Poland,55622.656
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.05,Poland,55768.401999999995
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.1,Poland,56026.072
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.15,Poland,56273.248
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.2,Poland,56507.67999999999
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.25,Poland,56800.99
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.3,Poland,57458.835999999996
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.35,Poland,57702.016
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.4,Poland,57880.648
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.45,Poland,58056.706
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.5,Poland,58249.54
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.55,Poland,58506.67
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.6,Poland,59566.312
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.65,Poland,59893.78599999999
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.7,Poland,60175.54
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.75,Poland,60488.73999999999
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.8,Poland,61711.551999999996
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.85,Poland,62152.48
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.9,Poland,62580.772000000004
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.95,Poland,63074.008
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.975,Poland,63307.531
2021-03-22,2021-04-10,3 wk ahead cum death,PL,quantile,0.99,Poland,63502.9624
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.01,Poland,1959.1055999999996
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.025,Poland,2006.9189999999999
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.05,Poland,2079.234
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.1,Poland,2228.1839999999997
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.15,Poland,2383.0380000000005
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.2,Poland,2527.776
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.25,Poland,2710.71
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.3,Poland,3045.096
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.35,Poland,3174.2279999999996
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.4,Poland,3272.256
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.45,Poland,3371.634
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.5,Poland,3478.5
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.55,Poland,3595.5719999999997
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.6,Poland,3900.6
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.65,Poland,4061.6639999999998
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.7,Poland,4211.6759999999995
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.75,Poland,4381.02
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.8,Poland,4660.848000000001
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.85,Poland,4862.249999999999
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.9,Poland,5140.044
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.95,Poland,5469.263999999999
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.975,Poland,5580.792
2021-03-22,2021-04-10,3 wk ahead inc death,PL,quantile,0.99,Poland,5658.868799999999
2021-03-22,2021-04-17,4 wk ahead cum death,PL,point,NA,Poland,61712.020000000004
2021-03-22,2021-04-17,4 wk ahead inc death,PL,point,NA,Poland,3462.48
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.01,Poland,57038.91760000001
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.025,Poland,57211.273
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.05,Poland,57417.435999999994
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.1,Poland,57954.484
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.15,Poland,58504.294
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.2,Poland,58905.49599999999
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.25,Poland,59469.67
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.3,Poland,60248.439999999995
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.35,Poland,60633.694
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.4,Poland,60978.880000000005
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.45,Poland,61391.854
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.5,Poland,61712.020000000004
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.55,Poland,62093.926
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.6,Poland,63394.768
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.65,Poland,63845.05599999999
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.7,Poland,64247.572
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.75,Poland,64708.65999999999
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.8,Poland,66241.648
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.85,Poland,66872.08
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.9,Poland,67598.632
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.95,Poland,68879.188
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.975,Poland,69232.55500000001
2021-03-22,2021-04-17,4 wk ahead cum death,PL,quantile,0.99,Poland,69526.5364
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.01,Poland,1541.8475999999998
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.025,Poland,1588.6170000000002
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.05,Poland,1649.034
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.1,Poland,1928.4119999999998
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.15,Poland,2231.0459999999994
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.2,Poland,2397.816
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.25,Poland,2668.68
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.3,Poland,2789.6040000000003
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.35,Poland,2931.6779999999994
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.4,Poland,3098.232
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.45,Poland,3335.148
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.5,Poland,3462.48
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.55,Poland,3587.256
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.6,Poland,3828.456
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.65,Poland,3951.2699999999995
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.7,Poland,4072.032
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.75,Poland,4219.919999999999
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.8,Poland,4530.096
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.85,Poland,4719.5999999999985
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.9,Poland,5017.86
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.95,Poland,5805.179999999999
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.975,Poland,5925.023999999999
2021-03-22,2021-04-17,4 wk ahead inc death,PL,quantile,0.99,Poland,6023.5740000000005
2021-03-22,2021-03-13,-1 wk ahead cum death,PL,observed,NA,Poland,47068.0
2021-03-22,2021-03-20,0 wk ahead cum death,PL,observed,NA,Poland,49159.0
2021-03-22,2021-03-13,-1 wk ahead inc death,PL,observed,NA,Poland,1909.0
2021-03-22,2021-03-20,0 wk ahead inc death,PL,observed,NA,Poland,2091.0
