"forecast_date","target","target_end_date","location","type","quantile","value"
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","point",NA,2017916
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","point",NA,128873
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.01,2001239
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.025,2003226
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.05,2006416
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.1,2008591
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.15,2010491
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.2,2012089
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.25,2013444
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.3,2014390
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.35,2015463
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.4,2016211
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.45,2017211
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.5,2017916
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.55,2018887
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.6,2019951
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.65,2020914
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.7,2021988
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.75,2023312
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.8,2024312
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.85,2025804
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.9,2027611
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.95,2029885
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.975,2032481
2021-03-15,"1 wk ahead cum case",2021-03-20,"PL","quantile",0.99,2034672
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.01,112196
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.025,114183
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.05,117373
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.1,119548
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.15,121448
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.2,123046
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.25,124401
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.3,125347
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.35,126420
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.4,127168
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.45,128168
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.5,128873
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.55,129844
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.6,130908
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.65,131871
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.7,132945
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.75,134269
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.8,135269
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.85,136761
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.9,138568
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.95,140842
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.975,143438
2021-03-15,"1 wk ahead inc case",2021-03-20,"PL","quantile",0.99,145629
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","point",NA,2183703
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","point",NA,165105
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.01,2154250
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.025,2160351
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.05,2164375
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.1,2168287
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.15,2171119
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.2,2173698
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.25,2175478
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.3,2177030
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.35,2178746
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.4,2180549
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.45,2182362
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.5,2183703
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.55,2185133
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.6,2186387
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.65,2187675
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.7,2189522
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.75,2191515
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.8,2193596
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.85,2195984
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.9,2199294
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.95,2203576
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.975,2208005
2021-03-15,"2 wk ahead cum case",2021-03-27,"PL","quantile",0.99,2213834
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.01,143093
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.025,146915
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.05,149356
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.1,152640
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.15,155399
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.2,157305
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.25,159270
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.3,160452
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.35,161653
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.4,163002
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.45,164038
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.5,165105
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.55,166459
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.6,167776
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.65,169124
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.7,170260
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.75,171690
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.8,173263
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.85,175232
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.9,178554
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.95,182180
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.975,184786
2021-03-15,"2 wk ahead inc case",2021-03-27,"PL","quantile",0.99,187710
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","point",NA,2381109
2021-03-15,"3 wk ahead inc case",2021-04-03,"PL","point",NA,197176
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.01,2337550
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.025,2346185
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.05,2352533
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.1,2359353
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.15,2363980
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.2,2366731
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.25,2369777
2021-03-15,"3 wk ahead cum case",2021-04-03,"PL","quantile",0.3,2372158
